Customer_ID,Pages_Visited,Time_Spent,Previous_Visits,Products_Viewed,Cart_Activity,Cart_Items,Wishlist_Items,Searches_Performed,Product_Detail_Views,Discount_Viewed,Discount_Used,Previous_Purchases,Previous_Total_Spend,Average_Order_Value,Days_Since_Last_Visit,Days_Since_Last_Purchase,Device_Type,Traffic_Source,Session_Count,Purchase
111521,5.0,466.7,4.0,11.0,No,0.0,2.0,5.0,7.0,Yes,No,5.0,559.78,79.55,32.0,18.0,Desktop,Paid Search,3.0,1
109231,12.0,500.3,3.0,16.0,Yes,3.0,1.0,6.0,,No,No,,440.11,102.52,34.0,141.0,Mobile,Referral,3.0,1
110708,14.0,551.9,5.0,14.0,Yes,3.0,2.0,1.0,6.0,No,No,5.0,415.2,74.54,12.0,48.0,Mobile,Organic Search,6.0,1
109700,11.0,638.4,3.0,11.0,Yes,4.0,3.0,3.0,13.0,No,No,3.0,351.82,104.13,15.0,42.0,Tablet,Organic Search,4.0,1
112118,6.0,216.3,5.0,5.0,No,0.0,0.0,1.0,1.0,No,No,0.0,0.0,0.0,51.0,,Mobile,Direct,2.0,0
111341,12.0,542.3,5.0,8.0,Yes,3.0,3.0,2.0,6.0,Yes,No,1.0,102.62,125.0,16.0,78.0,Tablet,Referral,4.0,1
111806,,516.4,3.0,10.0,No,0.0,2.0,5.0,6.0,Yes,Yes,4.0,337.37,78.34,37.0,130.0,Desktop,Organic Search,6.0,1
106213,14.0,427.9,6.0,11.0,Yes,7.0,4.0,5.0,10.0,Yes,No,3.0,290.86,95.44,89.0,58.0,Desktop,Paid Search,5.0,1
106948,,455.4,8.0,10.0,Yes,6.0,0.0,1.0,13.0,Yes,No,3.0,318.58,102.62,45.0,115.0,Desktop,Paid Search,5.0,1
102547,8.0,288.3,6.0,6.0,Yes,3.0,2.0,3.0,0.0,Yes,No,0.0,0.0,0.0,20.0,999.0,Mobile,Paid Search,2.0,0
104178,3.0,206.7,1.0,0.0,No,0.0,0.0,0.0,0.0,Yes,No,3.0,222.81,58.64,98.0,66.0,Mobile,Organic Search,1.0,0
109604,,556.8,5.0,9.0,Yes,5.0,3.0,5.0,11.0,Yes,Yes,7.0,605.62,73.74,15.0,18.0,Desktop,Referral,4.0,1
101979,4.0,111.9,0.0,0.0,No,0.0,0.0,0.0,0.0,No,,0.0,10.48,,41.0,999.0,Desktop,Direct,2.0,0
100834,11.0,585.9,4.0,7.0,Yes,5.0,2.0,5.0,6.0,Yes,Yes,9.0,778.85,81.11,12.0,59.0,Mobile,Social Media,5.0,1
102689,10.0,446.5,8.0,8.0,Yes,4.0,3.0,,13.0,No,No,1.0,93.12,98.48,22.0,90.0,Desktop,Organic Search,2.0,1
103547,12.0,487.2,4.0,11.0,No,0.0,2.0,4.0,8.0,Yes,Yes,4.0,305.93,80.51,8.0,68.0,Mobile,Referral,4.0,1
103052,7.0,154.7,3.0,3.0,Yes,1.0,1.0,2.0,1.0,No,No,1.0,56.28,49.72,29.0,140.0,Mobile,Paid Search,3.0,0
102308,12.0,598.0,4.0,9.0,No,0.0,,1.0,6.0,No,No,7.0,688.47,115.15,25.0,105.0,Mobile,Paid Search,4.0,1
109787,10.0,253.9,1.0,6.0,No,0.0,0.0,0.0,1.0,No,No,1.0,53.93,73.2,8.0,80.0,Desktop,Paid Search,2.0,0
105206,1.0,76.1,2.0,0.0,No,0.0,0.0,2.0,3.0,Yes,No,0.0,0.0,0.0,53.0,999.0,Desktop,Paid Search,2.0,0
102866,11.0,419.6,3.0,12.0,Yes,5.0,1.0,6.0,7.0,No,No,4.0,412.31,106.98,35.0,51.0,Desktop,Email,5.0,1
110448,10.0,512.0,9.0,10.0,Yes,3.0,2.0,1.0,11.0,No,No,7.0,,55.8,15.0,44.0,Desktop,Social Media,5.0,1
103499,,579.4,4.0,11.0,Yes,4.0,4.0,2.0,7.0,Yes,No,4.0,516.71,134.89,15.0,137.0,Tablet,Social Media,5.0,1
102993,6.0,195.7,4.0,0.0,No,0.0,0.0,4.0,1.0,No,,1.0,83.52,62.43,45.0,83.0,Mobile,Paid Search,3.0,0
103579,11.0,624.4,6.0,11.0,No,0.0,3.0,6.0,10.0,,Yes,7.0,894.94,118.83,31.0,43.0,Mobile,Referral,6.0,1
107577,4.0,236.6,4.0,1.0,,0.0,1.0,0.0,5.0,Yes,No,0.0,41.94,0.0,82.0,999.0,Desktop,Direct,3.0,0
112263,4.0,235.2,3.0,0.0,Yes,2.0,1.0,1.0,1.0,Yes,No,1.0,55.06,72.2,20.0,37.0,Desktop,Organic Search,1.0,0
106540,14.0,634.2,8.0,15.0,Yes,3.0,3.0,6.0,11.0,Yes,No,10.0,912.97,112.03,61.0,66.0,Mobile,Organic Search,5.0,1
111143,1.0,10.0,2.0,0.0,Yes,1.0,0.0,0.0,0.0,No,No,1.0,66.36,76.49,17.0,153.0,Mobile,Organic Search,1.0,0
104612,5.0,130.4,2.0,0.0,No,0.0,0.0,3.0,0.0,No,No,1.0,45.55,43.18,60.0,38.0,Mobile,Direct,1.0,0
108435,10.0,346.4,5.0,6.0,No,0.0,3.0,0.0,6.0,No,No,3.0,306.62,87.69,26.0,46.0,Mobile,Organic Search,6.0,1
109886,13.0,621.6,10.0,11.0,Yes,6.0,4.0,3.0,12.0,No,No,6.0,627.64,90.4,42.0,84.0,Mobile,Organic Search,3.0,1
107989,12.0,386.5,8.0,8.0,Yes,3.0,0.0,2.0,5.0,No,No,4.0,301.42,73.01,29.0,42.0,Mobile,Referral,5.0,1
108418,14.0,644.2,8.0,16.0,Yes,3.0,2.0,4.0,6.0,No,No,6.0,443.59,90.83,7.0,24.0,Mobile,Paid Search,3.0,1
103318,5.0,123.2,1.0,4.0,No,0.0,1.0,3.0,0.0,Yes,No,0.0,0.0,0.0,39.0,999.0,Desktop,Organic Search,5.0,0
104063,10.0,494.4,6.0,10.0,Yes,4.0,0.0,3.0,7.0,Yes,No,2.0,90.74,42.35,21.0,95.0,Desktop,Direct,5.0,1
105700,,396.8,2.0,9.0,Yes,1.0,0.0,3.0,5.0,Yes,Yes,4.0,321.42,75.39,24.0,164.0,Desktop,Social Media,5.0,1
101250,10.0,488.3,3.0,12.0,Yes,5.0,4.0,4.0,5.0,No,No,3.0,323.74,92.98,44.0,79.0,Mobile,Organic Search,6.0,1
110260,10.0,427.7,5.0,11.0,Yes,,3.0,4.0,7.0,Yes,Yes,2.0,200.98,99.76,35.0,58.0,Mobile,Referral,5.0,1
107395,11.0,535.8,6.0,5.0,Yes,4.0,3.0,3.0,9.0,No,No,4.0,391.98,92.63,40.0,90.0,Desktop,Organic Search,6.0,1
109296,8.0,525.1,7.0,10.0,No,0.0,2.0,5.0,4.0,No,No,3.0,260.11,99.02,28.0,48.0,Desktop,Organic Search,4.0,1
101576,3.0,234.2,3.0,2.0,No,0.0,0.0,1.0,4.0,No,No,2.0,62.96,33.82,13.0,114.0,Desktop,Organic Search,3.0,0
110396,6.0,318.9,3.0,1.0,No,0.0,0.0,3.0,1.0,No,No,0.0,0.0,0.0,40.0,999.0,Mobile,Social Media,2.0,0
102646,6.0,171.9,3.0,3.0,No,0.0,0.0,5.0,4.0,No,No,0.0,0.0,0.0,20.0,999.0,Mobile,Paid Search,1.0,0
105741,7.0,626.6,4.0,4.0,Yes,1.0,2.0,2.0,8.0,Yes,Yes,3.0,235.83,73.03,70.0,49.0,Mobile,Direct,5.0,1
110453,3.0,306.8,1.0,2.0,No,0.0,0.0,1.0,0.0,No,No,0.0,0.0,0.0,15.0,999.0,Mobile,Paid Search,,0
102218,13.0,525.4,3.0,9.0,No,0.0,0.0,3.0,11.0,Yes,,,285.38,104.61,44.0,201.0,Mobile,Organic Search,8.0,1
105539,12.0,574.8,7.0,9.0,Yes,3.0,2.0,2.0,2.0,No,No,1.0,20.8,25.95,52.0,138.0,Desktop,Organic Search,3.0,1
109041,12.0,443.6,1.0,9.0,Yes,3.0,1.0,5.0,7.0,Yes,No,4.0,363.73,90.79,51.0,25.0,Mobile,Organic Search,1.0,1
100158,3.0,10.0,1.0,3.0,Yes,1.0,0.0,1.0,0.0,Yes,No,0.0,37.18,0.0,15.0,999.0,Mobile,Organic Search,3.0,0
103001,18.0,594.1,5.0,17.0,Yes,4.0,3.0,4.0,11.0,Yes,No,4.0,361.84,88.6,21.0,49.0,Mobile,,7.0,1
105697,12.0,591.2,4.0,6.0,Yes,3.0,2.0,6.0,6.0,Yes,No,3.0,263.28,89.21,,125.0,Desktop,Paid Search,5.0,1
102202,12.0,408.7,5.0,7.0,Yes,2.0,4.0,2.0,9.0,Yes,Yes,3.0,216.29,76.16,44.0,39.0,Mobile,Paid Search,3.0,1
106573,19.0,493.5,9.0,11.0,Yes,4.0,3.0,3.0,12.0,Yes,Yes,2.0,208.56,80.59,20.0,33.0,Mobile,Organic Search,4.0,1
102645,11.0,455.4,2.0,6.0,Yes,3.0,3.0,2.0,6.0,Yes,No,4.0,316.54,86.43,22.0,87.0,Mobile,Social Media,4.0,1
107955,,585.9,5.0,15.0,Yes,5.0,3.0,3.0,7.0,No,No,4.0,336.34,89.3,60.0,24.0,Desktop,Social Media,5.0,1
100542,3.0,343.3,4.0,6.0,Yes,3.0,2.0,3.0,12.0,No,No,5.0,358.77,44.09,15.0,45.0,Tablet,Organic Search,3.0,1
104519,7.0,77.3,1.0,2.0,Yes,1.0,1.0,3.0,3.0,No,No,1.0,20.85,10.0,52.0,55.0,Mobile,Paid Search,3.0,0
101579,6.0,244.2,1.0,0.0,,,0.0,2.0,0.0,No,No,0.0,0.0,0.0,67.0,999.0,Desktop,Referral,1.0,0
109777,7.0,595.9,4.0,7.0,Yes,4.0,3.0,3.0,9.0,Yes,Yes,7.0,488.97,46.73,41.0,18.0,Mobile,Paid Search,4.0,1
106930,13.0,563.4,6.0,11.0,Yes,2.0,2.0,2.0,6.0,Yes,No,4.0,321.11,71.98,72.0,36.0,Mobile,Paid Search,3.0,1
108323,10.0,714.7,9.0,9.0,Yes,2.0,2.0,4.0,7.0,Yes,Yes,9.0,1103.81,130.34,51.0,127.0,Mobile,Organic Search,3.0,1
105666,13.0,499.7,7.0,15.0,No,0.0,2.0,3.0,6.0,Yes,No,5.0,379.36,92.76,11.0,80.0,Desktop,Organic Search,5.0,1
102631,11.0,,5.0,11.0,Yes,4.0,3.0,4.0,9.0,No,No,6.0,342.68,51.54,59.0,35.0,Mobile,Social Media,6.0,1
101171,10.0,623.4,4.0,9.0,Yes,2.0,3.0,2.0,9.0,Yes,No,,555.16,91.51,20.0,53.0,Tablet,Direct,5.0,1
111792,9.0,220.5,0.0,2.0,No,0.0,0.0,2.0,4.0,No,No,0.0,0.0,0.0,47.0,999.0,Desktop,Email,1.0,0
109119,6.0,458.2,4.0,9.0,Yes,3.0,2.0,6.0,11.0,Yes,No,5.0,467.61,74.05,45.0,73.0,Desktop,Direct,2.0,1
112005,6.0,,4.0,9.0,Yes,6.0,1.0,4.0,6.0,Yes,Yes,4.0,296.8,71.11,25.0,7.0,Desktop,Direct,3.0,1
103576,7.0,352.3,6.0,8.0,No,0.0,1.0,3.0,7.0,No,No,0.0,0.0,0.0,62.0,999.0,Mobile,Direct,3.0,1
101064,4.0,180.3,2.0,2.0,No,0.0,0.0,1.0,0.0,Yes,No,0.0,40.94,0.0,32.0,999.0,Mobile,Referral,2.0,0
103686,5.0,516.8,3.0,12.0,No,0.0,1.0,3.0,7.0,No,No,4.0,216.49,59.53,13.0,168.0,Mobile,Referral,5.0,1
112692,8.0,380.5,6.0,13.0,Yes,4.0,1.0,,4.0,No,No,4.0,256.68,60.82,69.0,66.0,Desktop,Paid Search,4.0,1
110710,5.0,10.0,2.0,3.0,No,0.0,0.0,2.0,0.0,Yes,No,5.0,324.5,87.72,52.0,68.0,Mobile,Paid Search,1.0,0
107234,12.0,609.5,5.0,11.0,Yes,4.0,3.0,4.0,12.0,Yes,Yes,4.0,500.88,110.65,40.0,74.0,Mobile,Organic Search,6.0,1
109439,6.0,641.3,6.0,4.0,No,0.0,2.0,5.0,3.0,Yes,Yes,2.0,197.52,115.36,28.0,38.0,Mobile,Paid Search,2.0,1
100814,10.0,526.1,7.0,12.0,No,0.0,4.0,5.0,12.0,No,No,4.0,424.84,108.67,37.0,129.0,Desktop,Direct,6.0,1
102257,9.0,,3.0,8.0,Yes,3.0,3.0,2.0,3.0,Yes,No,6.0,522.18,85.02,67.0,39.0,Desktop,Social Media,5.0,1
101737,,590.7,6.0,6.0,Yes,5.0,4.0,2.0,7.0,No,No,6.0,549.39,105.25,7.0,85.0,Mobile,Social Media,,1
106232,,342.5,3.0,0.0,No,0.0,0.0,3.0,2.0,Yes,No,0.0,23.72,0.0,39.0,999.0,Mobile,Social Media,1.0,0
104401,5.0,413.4,5.0,11.0,Yes,4.0,3.0,6.0,11.0,Yes,Yes,5.0,435.17,80.06,3.0,32.0,Mobile,Paid Search,6.0,1
110075,17.0,595.1,6.0,12.0,Yes,5.0,3.0,1.0,8.0,No,No,5.0,408.97,74.4,38.0,149.0,Mobile,Paid Search,5.0,1
106799,10.0,457.8,8.0,8.0,No,0.0,2.0,3.0,7.0,Yes,No,2.0,99.83,32.44,32.0,179.0,Mobile,Organic Search,5.0,1
111724,4.0,465.0,4.0,12.0,No,0.0,3.0,2.0,6.0,Yes,No,3.0,387.36,130.89,21.0,48.0,Mobile,Organic Search,5.0,1
110800,9.0,508.3,3.0,5.0,Yes,3.0,3.0,5.0,8.0,Yes,No,3.0,286.29,89.47,64.0,45.0,Desktop,Organic Search,2.0,1
109693,5.0,291.8,1.0,2.0,No,0.0,0.0,0.0,0.0,No,No,1.0,54.26,50.69,41.0,119.0,Mobile,Email,1.0,0
110279,3.0,78.1,,1.0,No,0.0,0.0,0.0,0.0,Yes,Yes,0.0,8.16,0.0,27.0,999.0,Desktop,Referral,1.0,0
104541,3.0,174.3,1.0,0.0,,0.0,2.0,1.0,3.0,No,No,1.0,87.87,90.55,39.0,9.0,Desktop,Organic Search,1.0,0
109567,2.0,120.0,4.0,8.0,No,0.0,0.0,3.0,0.0,No,No,2.0,201.68,97.58,32.0,105.0,Mobile,Direct,3.0,0
106783,12.0,396.7,2.0,13.0,Yes,6.0,2.0,4.0,7.0,Yes,No,0.0,0.0,0.0,102.0,999.0,Mobile,Social Media,6.0,1
102942,16.0,522.6,3.0,10.0,Yes,3.0,2.0,3.0,10.0,Yes,Yes,8.0,800.18,110.92,21.0,70.0,Desktop,Organic Search,5.0,1
112800,9.0,577.7,6.0,10.0,No,0.0,3.0,5.0,4.0,Yes,Yes,4.0,206.89,73.81,93.0,88.0,Desktop,Social Media,1.0,1
108080,1.0,120.6,4.0,0.0,No,0.0,0.0,0.0,0.0,Yes,No,2.0,153.54,91.19,152.0,102.0,Desktop,Organic Search,1.0,0
106909,10.0,178.4,3.0,3.0,Yes,1.0,0.0,1.0,2.0,No,No,0.0,3.2,0.0,70.0,999.0,Desktop,Direct,2.0,0
112592,12.0,495.1,4.0,15.0,Yes,5.0,2.0,5.0,11.0,No,No,2.0,184.6,104.85,44.0,39.0,Tablet,Social Media,4.0,1
109490,14.0,443.2,8.0,8.0,No,0.0,2.0,4.0,11.0,No,No,4.0,315.87,74.74,63.0,22.0,Tablet,Organic Search,5.0,1
101996,12.0,340.6,4.0,13.0,No,0.0,1.0,,7.0,Yes,No,3.0,295.43,96.65,13.0,134.0,Mobile,Social Media,6.0,1
105894,7.0,423.2,7.0,3.0,Yes,2.0,0.0,4.0,11.0,No,No,4.0,344.93,86.02,28.0,124.0,Mobile,Organic Search,4.0,1
110502,4.0,345.3,4.0,7.0,Yes,3.0,2.0,,1.0,Yes,No,4.0,135.68,12.66,59.0,139.0,Desktop,Paid Search,5.0,1
